id_demande	id_service_utilise	volume_accepte
13	0	0
13	0	0
14	1	1
14	1	2
14	1	3
14	1	3
14	1	1
14	1	1
14	1	1
14	1	1
14	1	1
14	1	1
14	1	2
14	1	1
14	0	0
14	0	0
15	1	3
15	1	1
15	1	1
15	1	3
15	1	2
15	1	2
15	1	2
15	1	3
15	1	3
15	1	3
15	1	2
16	1	1
16	1	2
16	0	0
16	0	0
16	0	0
16	1	2
16	1	3
17	1	1
17	1	1
17	1	3
17	0	0
17	1	2
17	1	2
17	0	0
17	1	1
17	1	1
17	1	2
17	0	0
18	1	1
18	0	0
18	1	3
18	1	3
18	0	0
18	0	0
18	1	1
18	1	1
18	1	2
18	1	3
18	1	3
18	1	1
18	0	0
19	1	3
19	1	2
19	0	0
19	0	0
19	1	1
19	1	3
19	1	1
19	1	2
19	0	0
19	1	3
19	1	3
19	1	2
19	1	2
19	0	0
19	1	3
19	0	0
20	0	0
20	1	3
20	1	1
20	1	3
20	0	0
20	1	3
20	1	3
20	1	1
20	1	2
20	1	2
21	0	0
21	0	0
21	1	1
21	1	3
21	1	2
21	1	3
21	1	2
21	1	3
21	1	1
22	1	2
22	0	0
22	0	0
22	0	0
22	0	0
22	1	3
22	0	0
22	1	1
22	1	3
22	1	2
22	1	3
22	1	3
22	1	1
22	1	3
23	0	0
23	1	3
23	0	0
23	0	0
23	1	3
23	1	1
23	1	3
23	1	1
23	1	2
23	0	0
23	1	3
23	1	1
23	0	0
23	1	1
23	0	0
23	1	2
24	1	3
24	1	2
24	1	3
24	1	2
24	1	2
24	1	3
24	1	2
24	0	0
24	1	3
24	1	1
24	1	1
24	0	0
24	1	1
24	1	1
24	1	2
24	0	0
25	AUCUN	0
25	0	0
25	AUCUN	0
25	AUCUN	0
25	0	0
25	0	0
25	0	0
25	AUCUN	0
25	0	0
25	AUCUN	0
25	AUCUN	0
25	0	0
25	AUCUN	0
26	AUCUN	0
26	AUCUN	0
26	0	0
26	AUCUN	0
26	AUCUN	0
26	AUCUN	0
26	AUCUN	0
27	AUCUN	0
27	AUCUN	0
27	AUCUN	0
27	AUCUN	0
27	AUCUN	0
27	AUCUN	0
27	AUCUN	0
27	AUCUN	0
27	AUCUN	0
27	AUCUN	0
27	AUCUN	0
27	AUCUN	0
27	AUCUN	0
27	0	0
28	0	0
28	AUCUN	0
28	AUCUN	0
28	AUCUN	0
28	AUCUN	0
28	AUCUN	0
28	AUCUN	0
28	AUCUN	0
28	AUCUN	0
28	AUCUN	0
28	AUCUN	0
28	AUCUN	0
28	AUCUN	0
28	AUCUN	0
29	AUCUN	0
29	AUCUN	0
29	AUCUN	0
29	AUCUN	0
29	0	0
29	0	0
29	AUCUN	0
29	AUCUN	0
29	AUCUN	0
29	AUCUN	0
30	0	0
30	AUCUN	0
30	AUCUN	0
30	0	0
30	AUCUN	0
30	AUCUN	0
30	0	0
30	AUCUN	0
30	0	0
31	AUCUN	0
31	0	0
31	AUCUN	0
31	AUCUN	0
31	AUCUN	0
31	0	0
31	AUCUN	0
31	AUCUN	0
31	AUCUN	0
31	0	0
31	0	0
31	0	0
32	AUCUN	0
32	AUCUN	0
32	AUCUN	0
32	AUCUN	0
32	AUCUN	0
32	AUCUN	0
32	AUCUN	0
32	AUCUN	0
32	0	0
32	AUCUN	0
32	AUCUN	0
32	AUCUN	0
32	AUCUN	0
32	AUCUN	0
32	AUCUN	0
32	0	0
33	AUCUN	0
33	0	0
33	AUCUN	0
33	AUCUN	0
33	AUCUN	0
33	AUCUN	0
33	AUCUN	0
33	0	0
33	AUCUN	0
33	AUCUN	0
33	AUCUN	0
33	AUCUN	0
33	0	0
33	AUCUN	0
33	AUCUN	0
33	0	0
34	0	0
34	AUCUN	0
34	AUCUN	0
34	AUCUN	0
34	AUCUN	0
34	0	0
34	AUCUN	0
34	AUCUN	0
34	AUCUN	0
34	AUCUN	0
35	AUCUN	0
35	0	0
35	0	0
35	AUCUN	0
35	0	0
35	0	0
35	0	0
35	AUCUN	0
35	AUCUN	0
35	AUCUN	0
35	0	0
35	AUCUN	0
35	AUCUN	0
35	AUCUN	0
35	0	0
35	AUCUN	0
35	AUCUN	0
35	AUCUN	0
35	AUCUN	0
35	AUCUN	0
36	AUCUN	0
36	AUCUN	0
36	0	0
36	AUCUN	0
36	AUCUN	0
36	AUCUN	0
36	AUCUN	0
36	AUCUN	0
36	0	0
36	AUCUN	0
36	AUCUN	0
36	0	0
36	AUCUN	0
37	AUCUN	0
37	0	0
37	0	0
37	AUCUN	0
37	AUCUN	0
37	AUCUN	0
37	AUCUN	0
37	AUCUN	0
37	AUCUN	0
37	0	0
37	0	0
38	AUCUN	0
38	AUCUN	0
38	AUCUN	0
38	0	0
38	AUCUN	0
38	0	0
38	0	0
38	AUCUN	0
38	AUCUN	0
38	0	0
38	AUCUN	0
38	0	0
38	AUCUN	0
39	AUCUN	0
39	AUCUN	0
39	AUCUN	0
39	AUCUN	0
39	0	0
39	AUCUN	0
40	AUCUN	0
40	AUCUN	0
40	AUCUN	0
40	AUCUN	0
40	AUCUN	0
40	AUCUN	0
40	AUCUN	0
40	0	0
40	AUCUN	0
40	AUCUN	0
40	AUCUN	0
40	AUCUN	0
40	AUCUN	0
40	AUCUN	0
40	AUCUN	0
40	0	0
41	AUCUN	0
41	0	0
41	AUCUN	0
41	AUCUN	0
41	AUCUN	0
42	AUCUN	0
42	AUCUN	0
42	AUCUN	0
42	AUCUN	0
42	AUCUN	0
42	AUCUN	0
42	AUCUN	0
42	AUCUN	0
42	AUCUN	0
42	0	0
42	AUCUN	0
42	0	0
42	AUCUN	0
42	AUCUN	0
42	AUCUN	0
43	0	0
43	0	0
43	0	0
43	AUCUN	0
43	AUCUN	0
43	0	0
43	AUCUN	0
43	AUCUN	0
43	AUCUN	0
43	AUCUN	0
43	AUCUN	0
43	AUCUN	0
43	AUCUN	0
43	AUCUN	0
43	AUCUN	0
44	0	0
44	AUCUN	0
44	0	0
44	AUCUN	0
44	AUCUN	0
44	AUCUN	0
44	AUCUN	0
44	0	0
45	AUCUN	0
45	AUCUN	0
45	0	0
45	AUCUN	0
45	AUCUN	0
45	AUCUN	0
45	AUCUN	0
45	0	0
45	AUCUN	0
45	AUCUN	0
45	AUCUN	0
45	AUCUN	0
45	AUCUN	0
46	AUCUN	0
46	AUCUN	0
46	AUCUN	0
46	AUCUN	0
46	AUCUN	0
46	0	0
46	AUCUN	0
46	0	0
46	AUCUN	0
46	AUCUN	0
46	0	0
47	AUCUN	0
47	AUCUN	0
47	AUCUN	0
47	AUCUN	0
47	AUCUN	0
47	AUCUN	0
47	AUCUN	0
47	AUCUN	0
47	0	0
47	AUCUN	0
47	AUCUN	0
47	0	0
47	AUCUN	0
47	AUCUN	0
47	0	0
47	AUCUN	0
47	0	0
47	AUCUN	0
48	AUCUN	0
48	0	0
48	AUCUN	0
48	AUCUN	0
48	AUCUN	0
48	0	0
48	AUCUN	0
48	AUCUN	0
48	AUCUN	0
48	AUCUN	0
48	AUCUN	0
48	AUCUN	0
48	0	0
48	AUCUN	0
48	AUCUN	0
48	AUCUN	0
49	AUCUN	0
49	0	0
49	AUCUN	0
49	AUCUN	0
49	AUCUN	0
49	0	0
49	AUCUN	0
49	0	0
49	AUCUN	0
49	AUCUN	0
49	AUCUN	0
49	AUCUN	0
49	AUCUN	0
49	AUCUN	0
49	0	0
50	0	0
50	AUCUN	0
50	AUCUN	0
50	AUCUN	0
50	AUCUN	0
50	AUCUN	0
50	AUCUN	0
50	AUCUN	0
50	AUCUN	0
50	AUCUN	0
50	AUCUN	0
51	AUCUN	0
51	AUCUN	0
51	0	0
51	AUCUN	0
51	AUCUN	0
51	AUCUN	0
51	AUCUN	0
51	AUCUN	0
51	AUCUN	0
51	AUCUN	0
52	AUCUN	0
52	AUCUN	0
52	0	0
53	AUCUN	0
53	0	0
53	0	0
53	0	0
53	AUCUN	0
53	0	0
53	AUCUN	0
53	0	0
53	0	0
53	AUCUN	0
53	AUCUN	0
53	AUCUN	0
53	AUCUN	0
54	AUCUN	0
54	0	0
54	AUCUN	0
54	AUCUN	0
54	0	0
54	0	0
54	0	0
54	0	0
54	AUCUN	0
54	0	0
54	0	0
55	0	0
55	AUCUN	0
55	AUCUN	0
55	AUCUN	0
55	0	0
55	AUCUN	0
55	AUCUN	0
55	AUCUN	0
55	AUCUN	0
55	AUCUN	0
55	AUCUN	0
55	AUCUN	0
56	0	0
56	0	0
56	AUCUN	0
56	AUCUN	0
56	AUCUN	0
56	AUCUN	0
56	0	0
56	AUCUN	0
56	0	0
56	AUCUN	0
56	AUCUN	0
56	AUCUN	0
57	0	0
57	AUCUN	0
57	AUCUN	0
57	AUCUN	0
57	AUCUN	0
57	AUCUN	0
57	0	0
57	AUCUN	0
57	0	0
57	AUCUN	0
57	AUCUN	0
57	AUCUN	0
57	AUCUN	0
58	AUCUN	0
58	AUCUN	0
58	0	0
58	AUCUN	0
58	AUCUN	0
58	AUCUN	0
58	0	0
58	AUCUN	0
58	AUCUN	0
58	AUCUN	0
58	AUCUN	0
58	AUCUN	0
58	AUCUN	0
58	AUCUN	0
58	AUCUN	0
58	AUCUN	0
58	AUCUN	0
59	0	0
59	AUCUN	0
59	0	0
59	AUCUN	0
59	AUCUN	0
59	AUCUN	0
59	0	0
60	AUCUN	0
60	AUCUN	0
60	0	0
60	AUCUN	0
60	AUCUN	0
60	AUCUN	0
60	AUCUN	0
60	AUCUN	0
60	AUCUN	0
60	0	0
60	AUCUN	0
61	AUCUN	0
61	AUCUN	0
61	AUCUN	0
61	AUCUN	0
61	AUCUN	0
61	AUCUN	0
61	0	0
61	0	0
61	AUCUN	0
61	AUCUN	0
61	AUCUN	0
61	AUCUN	0
61	0	0
61	0	0
61	AUCUN	0
61	AUCUN	0
61	AUCUN	0
62	AUCUN	0
62	AUCUN	0
62	AUCUN	0
62	AUCUN	0
62	AUCUN	0
62	AUCUN	0
62	0	0
62	0	0
62	AUCUN	0
62	AUCUN	0
62	0	0
63	AUCUN	0
63	0	0
63	AUCUN	0
63	AUCUN	0
63	AUCUN	0
63	AUCUN	0
63	AUCUN	0
63	AUCUN	0
63	AUCUN	0
64	AUCUN	0
64	AUCUN	0
64	AUCUN	0
64	AUCUN	0
64	AUCUN	0
64	AUCUN	0
64	AUCUN	0
64	AUCUN	0
64	0	0
64	AUCUN	0
64	0	0
64	AUCUN	0
64	AUCUN	0
64	AUCUN	0
64	0	0
65	AUCUN	0
65	AUCUN	0
65	AUCUN	0
65	0	0
65	AUCUN	0
65	AUCUN	0
65	AUCUN	0
65	AUCUN	0
65	AUCUN	0
65	AUCUN	0
66	AUCUN	0
66	AUCUN	0
66	AUCUN	0
66	0	0
66	AUCUN	0
66	0	0
66	AUCUN	0
66	AUCUN	0
66	AUCUN	0
66	AUCUN	0
66	AUCUN	0
66	AUCUN	0
66	AUCUN	0
66	AUCUN	0
67	AUCUN	0
67	AUCUN	0
67	0	0
67	AUCUN	0
67	AUCUN	0
67	AUCUN	0
67	AUCUN	0
67	0	0
67	AUCUN	0
67	0	0
67	AUCUN	0
67	0	0
67	AUCUN	0
67	0	0
68	0	0
68	0	0
68	AUCUN	0
68	0	0
68	AUCUN	0
68	0	0
68	0	0
68	AUCUN	0
68	0	0
68	AUCUN	0
68	0	0
69	0	0
69	AUCUN	0
69	AUCUN	0
69	AUCUN	0
69	0	0
69	AUCUN	0
69	AUCUN	0
69	0	0
69	AUCUN	0
69	AUCUN	0
70	AUCUN	0
70	0	0
70	AUCUN	0
70	AUCUN	0
70	AUCUN	0
70	AUCUN	0
70	AUCUN	0
70	AUCUN	0
70	AUCUN	0
70	AUCUN	0
70	AUCUN	0
70	0	0
71	AUCUN	0
71	AUCUN	0
71	AUCUN	0
71	AUCUN	0
71	AUCUN	0
71	AUCUN	0
71	0	0
71	0	0
72	AUCUN	0
72	0	0
72	AUCUN	0
72	AUCUN	0
72	AUCUN	0
72	AUCUN	0
72	AUCUN	0
72	AUCUN	0
72	AUCUN	0
72	AUCUN	0
72	0	0
72	AUCUN	0
72	AUCUN	0
72	0	0
73	AUCUN	0
73	0	0
73	AUCUN	0
73	0	0
73	AUCUN	0
73	AUCUN	0
73	AUCUN	0
73	AUCUN	0
73	AUCUN	0
73	AUCUN	0
73	0	0
73	0	0
73	AUCUN	0
73	AUCUN	0
73	AUCUN	0
73	AUCUN	0
74	AUCUN	0
74	AUCUN	0
74	0	0
74	AUCUN	0
74	AUCUN	0
74	AUCUN	0
74	AUCUN	0
74	AUCUN	0
74	0	0
74	AUCUN	0
74	AUCUN	0
74	AUCUN	0
74	AUCUN	0
74	AUCUN	0
74	0	0
74	AUCUN	0
74	AUCUN	0
74	AUCUN	0
74	0	0
74	AUCUN	0
74	0	0
74	AUCUN	0
75	AUCUN	0
75	AUCUN	0
75	AUCUN	0
75	0	0
75	AUCUN	0
75	AUCUN	0
75	0	0
75	AUCUN	0
75	AUCUN	0
75	AUCUN	0
76	AUCUN	0
76	AUCUN	0
76	0	0
76	AUCUN	0
76	AUCUN	0
76	AUCUN	0
76	0	0
76	0	0
76	AUCUN	0
76	AUCUN	0
76	0	0
77	0	0
77	AUCUN	0
77	AUCUN	0
77	AUCUN	0
77	AUCUN	0
78	AUCUN	0
78	0	0
78	0	0
78	AUCUN	0
78	AUCUN	0
78	AUCUN	0
78	AUCUN	0
78	AUCUN	0
78	AUCUN	0
78	AUCUN	0
78	AUCUN	0
79	AUCUN	0
79	AUCUN	0
79	0	0
79	AUCUN	0
79	AUCUN	0
79	AUCUN	0
79	AUCUN	0
79	AUCUN	0
79	0	0
79	AUCUN	0
79	AUCUN	0
79	AUCUN	0
80	AUCUN	0
80	AUCUN	0
80	0	0
80	0	0
80	0	0
80	AUCUN	0
80	0	0
80	AUCUN	0
80	AUCUN	0
81	AUCUN	0
81	0	0
81	0	0
81	AUCUN	0
81	AUCUN	0
81	0	0
81	AUCUN	0
81	AUCUN	0
81	AUCUN	0
81	AUCUN	0
81	AUCUN	0
81	AUCUN	0
81	AUCUN	0
81	AUCUN	0
82	0	0
82	AUCUN	0
82	AUCUN	0
82	0	0
82	AUCUN	0
82	AUCUN	0
82	AUCUN	0
82	AUCUN	0
82	AUCUN	0
82	0	0
82	AUCUN	0
83	AUCUN	0
83	AUCUN	0
83	AUCUN	0
83	AUCUN	0
83	AUCUN	0
83	AUCUN	0
83	0	0
83	AUCUN	0
83	AUCUN	0
83	AUCUN	0
83	0	0
83	0	0
83	AUCUN	0
83	0	0
83	0	0
83	0	0
84	AUCUN	0
84	AUCUN	0
84	AUCUN	0
84	AUCUN	0
84	AUCUN	0
84	AUCUN	0
84	AUCUN	0
84	0	0
84	AUCUN	0
84	AUCUN	0
84	AUCUN	0
84	AUCUN	0
84	0	0
84	AUCUN	0
84	0	0
85	AUCUN	0
85	AUCUN	0
85	0	0
85	0	0
85	0	0
85	AUCUN	0
85	AUCUN	0
85	AUCUN	0
85	AUCUN	0
85	0	0
85	AUCUN	0
86	AUCUN	0
86	0	0
86	AUCUN	0
86	AUCUN	0
86	AUCUN	0
86	AUCUN	0
86	0	0
86	AUCUN	0
86	0	0
86	AUCUN	0
86	AUCUN	0
86	AUCUN	0
86	AUCUN	0
86	AUCUN	0
86	AUCUN	0
86	AUCUN	0
87	AUCUN	0
87	AUCUN	0
87	0	0
87	AUCUN	0
87	AUCUN	0
87	0	0
87	AUCUN	0
87	AUCUN	0
87	AUCUN	0
88	AUCUN	0
88	0	0
88	AUCUN	0
88	AUCUN	0
88	AUCUN	0
88	AUCUN	0
88	AUCUN	0
88	AUCUN	0
88	AUCUN	0
88	AUCUN	0
88	AUCUN	0
88	AUCUN	0
88	AUCUN	0
88	0	0
88	AUCUN	0
88	AUCUN	0
89	0	0
89	AUCUN	0
89	AUCUN	0
89	AUCUN	0
89	AUCUN	0
89	AUCUN	0
89	AUCUN	0
89	AUCUN	0
89	0	0
89	AUCUN	0
90	AUCUN	0
90	AUCUN	0
90	AUCUN	0
90	AUCUN	0
90	0	0
90	0	0
90	AUCUN	0
90	AUCUN	0
90	AUCUN	0
90	AUCUN	0
90	0	0
90	0	0
90	AUCUN	0
91	AUCUN	0
91	AUCUN	0
91	0	0
91	0	0
91	0	0
91	AUCUN	0
91	AUCUN	0
91	AUCUN	0
91	0	0
91	AUCUN	0
91	AUCUN	0
91	AUCUN	0
91	AUCUN	0
91	AUCUN	0
91	AUCUN	0
91	0	0
92	0	0
92	0	0
92	AUCUN	0
92	AUCUN	0
92	AUCUN	0
92	0	0
92	0	0
92	0	0
92	AUCUN	0
92	0	0
92	AUCUN	0
92	0	0
93	AUCUN	0
93	0	0
93	AUCUN	0
93	AUCUN	0
93	AUCUN	0
93	0	0
93	AUCUN	0
93	AUCUN	0
93	0	0
93	AUCUN	0
93	AUCUN	0
93	AUCUN	0
93	0	0
93	AUCUN	0
93	AUCUN	0
93	AUCUN	0
94	AUCUN	0
94	AUCUN	0
94	AUCUN	0
94	AUCUN	0
94	AUCUN	0
94	AUCUN	0
94	AUCUN	0
94	AUCUN	0
95	AUCUN	0
95	0	0
95	0	0
95	0	0
95	AUCUN	0
95	AUCUN	0
95	AUCUN	0
95	AUCUN	0
96	0	0
96	AUCUN	0
96	AUCUN	0
96	AUCUN	0
96	AUCUN	0
96	AUCUN	0
96	0	0
96	AUCUN	0
96	AUCUN	0
96	AUCUN	0
96	AUCUN	0
96	0	0
97	AUCUN	0
97	0	0
97	AUCUN	0
97	AUCUN	0
97	AUCUN	0
97	AUCUN	0
97	AUCUN	0
97	AUCUN	0
97	AUCUN	0
98	AUCUN	0
98	AUCUN	0
98	0	0
98	AUCUN	0
98	AUCUN	0
98	AUCUN	0
98	0	0
98	AUCUN	0
98	0	0
98	AUCUN	0
98	0	0
98	AUCUN	0
98	AUCUN	0
99	AUCUN	0
99	0	0
99	0	0
99	AUCUN	0
99	AUCUN	0
99	AUCUN	0
99	AUCUN	0
99	AUCUN	0
99	AUCUN	0
99	AUCUN	0
99	0	0
